Pic_id,Text,MetaphorOccurrence,Target,Source,SentimentCategory
2263.jpg,节岐减排节能减排循环利用一切可再生资源,0,,,1
2264.jpg,心治治家餐世界的中国瓜子珍完美型处女座的爱情容不得半点瑕癌无缺不难难得有你蔡珍,1,瓜子,爱情,1
2265.jpg,老分包茶止上海行导演陈可辛用拍摄,0,,,0
2266.jpg,低碳生活小安门之日常生活电个万干夏的大力安电厂玉路球持盟童气体万味到天,0,,,0
2267.jpg,依法推广使用安全套有效预防性病艾溢病,1,安全套,标识符,1
2268.jpg,低碳生活从点滴做起圈在酸汤,0,,,1
2269.jpg,大水日安低碳生活从我做起中宣部宣教局,1,节能,自行车,1
2270.jpg,低碳生活保护将要逝去的绿洲你我他,1,空气,分子,1
2271.jpg,珍爱生命请勿酒驾,0,,,0
2272.jpg,你我共同携手共建文明和谐城市为下一代留下一片美好蓝天,1,树,符号,1
2273.jpg,节能雅情资源爱护环境林你我做起创造生态企业,0,,,1
2274.jpg,烤面第元年你是风儿武是少吃串鸡不再回家,0,,,1
2275.jpg,人人播撒绿色爱处处享受环境美宣化区居民城市生活垃圾处理费捆绑收费办法全面推行,1,地球,手,1
2276.jpg,低碾生活提倡使用新能源绣出绿色新世界,1,低碳生活,树木,1
2277.jpg,品云副创意策划,0,,,1
2278.jpg,请用领养代替购买可以不爱微信号请要伤我只是要个温暖的怀抱长沙市小动物保护协会,0,,,0
2279.jpg,绿色出行一低碳生活节约能源从我做起选择低碳绿色相件长治日报全济体,0,,,1
2280.jpg,世界水日,0,,,1
2281.jpg,立明雅康有你有我,1,文明,中国结,1
2282.jpg,轮,0,,,0
2283.jpg,生态春山创森享生态唐山,1,人,自然景色,1
2284.jpg,节约用电君子以修花牌难周名丝一线恒念物力维琅,1,文字,稻谷,1
2285.jpg,绿水青山就是金山银山爱护环境人人有责环境保护就建指人炎为牌决现实或洛在的环境问盟协调人类号环境的关形,1,山,微笑,0
2286.jpg,节约粒粒皆辛苦滩知盘中餐临安区融谋体中心意,0,,,1
2287.jpg,讲文明树新风无烟社会熄灭香烟点燃文明自治区文明办宣广西文明网,0,,,1
2288.jpg,敢想敢安破,1,鞋子,人,0
2289.jpg,轻松美自祛斑咨询热线打造中国普通老百姓的美容养生平台,1,祛斑,草莓,0
2290.jpg,绿色战行低碳生活绿色城行低碳生活绿色出行低线生活十节能减排低膜出行,0,,,0
2291.jpg,节化约一滴清水片绿地个地球水是生命之源请君节约用水用,0,,,1
2292.jpg,汉堡王广告吃汉堡吃的嘴都裂开了看来汉堡真的太大了,0,,,0
2293.jpg,低碳生活健康你孩保护地球人人有责同呼吸共命运让我们一起呵护它,0,,,1
2294.jpg,爱无限绿死边,0,,,1
2295.jpg,咖,1,地球,旱土,0
2296.jpg,会活有一天,1,动物,折纸,0
2297.jpg,身体会有家陷心灵没有距离身体会有缺陷心灵没有距离体会有铁陷心灵没有距离身体会有缺陷心灵没有距离,1,行为,爱心,1
2298.jpg,讲文明树新凤节能我行动低碳新生活换手节能低做共建碧水蓝天石嘴山市文明办石嘴山市新闻传媒中心宣,1,灯泡,建筑,1
2299.jpg,拒绝浪费人人有责春种一粒栗秋收万颗子四海无闲田农夫犹俄死节约位粒粒杜绝粮食辛苦浪费拒绝浪费人人有质粒米虽小你别扔勤俭节约留美名,0,,,1
2300.jpg,看起来好像调头了不没有这是轨道纠偏是标准流程我以前在海军待过,0,,,0
2301.jpg,百家号得得电影,0,,,0
2302.jpg,医网,0,,,0
2303.jpg,珍惜生命珍惜生命珍惜生命禁正商驾,0,,,0
2304.jpg,通风持国心,0,,,0
2305.jpg,一富之美贵于干金诺中南部直教局,1,文字,手指,1
2306.jpg,粒粮食饱会滴滴汗水张餐京传承优良品德徐州市文明办宣,0,,,1
2307.jpg,保护动物从我做起构建和谐地球做和谐一家人保护动物从我做起构建和谐地球做和谱一家人,0,,,0
2308.jpg,新媒体时代的简化科技官方丫新浪门户博客人微博精总人网站不同阶段的传播重点模拟内部爆业内展开讨论提供完整的料奥论领深度说明各种意见交锋楠发声为号召参导正式的信息为决策提供对超多做出判断行业提供不陈述利益点最后支持完整的信息为奥论跟随着提供意见不同阶段的受众人群产产品经理传统管理层收到信息消息人士并通过为团队制造媒体记者运营总监与团队讨论验证信息共同决策点,0,,,0
2309.jpg,一盘在手天下我有,1,瓶子,萝卜,0
2310.jpg,天地粮从我做起从身边做起从现在做起谁知蓝中餐请爱情我们的粮食杜络浪费时,0,,,1
2311.jpg,事无礼不成人无礼不立国无礼不宁文明礼仪,0,,,1
2312.jpg,节约用水节约用水保护家园节约用水以我做起节约用水水是生命之通珍惜生命生命优图同,0,,,1
2313.jpg,绿色出行低碳生活瑞色出行安金环保,0,,,1
2314.jpg,立体山水款新中式古典场景模版格式渣染文件,0,,,0
2315.jpg,家和万事精手心连心幸福一家人,1,人,手,1
2316.jpg,除了水巧生命,1,水,生命,1
2317.jpg,冰我林起,0,,,1
2318.jpg,童苏公创业计划书创业计划策划方案商业规划市场分析项目简介,0,,,0
2319.jpg,星生机量干酒爱源保产元物地,1,干涸,土壤,-1
2320.jpg,畅想绿色生活创造美好家园保护地球,0,,,1
2321.jpg,丽店文明永不停止,1,行为,钟表,0
2322.jpg,珍爱生命,0,,,1
2323.jpg,低碳生活新能减排爱我家园共护地球避垃妥废免级善料浪减分再费量类生就图圆,0,,,1
2324.jpg,知乎用户,1,防护罩,胶囊,1
2325.jpg,节百能减排保护环境大爱世界大爱全人类,0,,,1
2326.jpg,这么近部么远放下干板多陪陪父母活新风做,1,父母,耳机,0
2327.jpg,让所有动物部能在圈星空下行走保护动物捕杀湖临动物及国家保护动物人人有责精细分层珊尚设计,1,鲸鱼,线条,1
2328.jpg,低碳生活街能减排爱我家园共护地球,0,,,1
2329.jpg,节约用电银理意险不卖全节约用电费明保人房设务安会顺理龙险不安全,1,地球,人,1
2330.jpg,光盛在行动节吃不完月回家,1,蜗牛,餐盘,1
2331.jpg,大节气大署是炎热的顶峰自然也是凉爽的开始,0,,,0
2332.jpg,文明餐桌行动文明用餐节位惜福不剩饭不剩菜行动光盘行动从我做起,0,,,0
2333.jpg,讲文明树新风关发未成年人就是关爱永来,1,手指,树木,1
2334.jpg,我的三体童北海传独家出品制作三体宇宙原作者独家首播平台刘慈欣,0,,,0
2335.jpg,春节前保姆全部返乡,0,,,0
2336.jpg,网员新,0,,,0
2337.jpg,素材,0,,,0
2338.jpg,尊重大自然的和谐平衡发展行动起来禁止捕获野生动物不要杀线不要捕获,0,,,0
2339.jpg,客易让喜户记住的艺名各易让客户记住的艺名事进,0,,,0
2340.jpg,喜欢请收藏我们保护的不仅仅是森林失量文件回旋克,1,纸,森林,1
2341.jpg,点点点品点点点点白二点二点似主题清往下拉午夜卖烧烤,0,,,1
2342.jpg,电氏惠氏主要牧场离工厂不足含有神经销脂新鲜营养迅速锁住源自优质乳清蛋白粉瑞士智造瑞士智造,1,奶粉,工厂,0
2343.jpg,节约用电健康环境一共同创造,1,灯泡,草坪,1
2344.jpg,保护野生动物人与白然共存不要让我们的孩子只能在博物馆里才见到今天的动物,0,,,0
2345.jpg,端午佳节祝福安康一杯茅台品味棕情,1,酒,自然景色,1
2346.jpg,大赛,0,,,0
2347.jpg,童鑫,1,充电,咖啡,1
2348.jpg,文明餐桌公约排队等候不插队言语文明小不粗鲁安静就餐不宣闲残渣入盘乱吐不浪费珍惜食物注意营养不暴食,0,,,0
2349.jpg,环保节能保护环境从我们做起北,1,灯芯,树木,1
2350.jpg,世界热食日,0,,,1
2351.jpg,节能减排同呼吸共命运让我们一起呵护它作品,1,树木,灯泡,1
2352.jpg,城市让生活更美好文明让城市更美丽文明出行推扶笔人孝教父蛋保护环境讲文明树新风庆云发布,0,,,1
2353.jpg,公共机构节能全国节能宣传周绿色消费节能环保,1,灯泡,城市,1
2354.jpg,由于滥捕滥杀全非洲的猎豹只有头大约的猎豹是生活在圈养状态目前印度苏联中亚等地已绝灭如果中国目前未发现野生的猎豹没有买卖就没有杀害,1,猎豹,衣服,1
2355.jpg,我承诺不酒驾喝酒不开车开车不喝酒平安回家咚咚幼儿园,0,,,0
2356.jpg,全部吃光脸上有一个体面的人不会浪费食物,1,盘子,人,1
2357.jpg,点亮公益的灯用心点燃希望让爱撒播人间,1,树木,灯泡,1
2358.jpg,东北网,0,,,0
2359.jpg,慈母心豆腐心中华豆腐金,1,慈母心,豆腐,0
2360.jpg,文案匠,1,广告牌,锅,0
2361.jpg,进 请节约用水,1,水,人,1
2362.jpg,进店挑选更多相关海报香萨多种材质巴寸画面可选啡楼生活现雪咖啡美味时光第现磨的好,0,,,0
2363.jpg,节约能源你我做起当别人还在考虑怎样去影响界部肉,0,,,1
2364.jpg,节能减排低碳生活爱我家园共护地球地球资源可不是苹果吃掉了就没有了,1,地球,苹果,1
2365.jpg,酒驾，劝君莫进一杯酒，西出阳关无故人,1,文字,车辙印,0
2366.jpg,珍惜生命杜绝酒后驾驶,1,酒杯,心率,0
2367.jpg,满元包邮满元送两张买就送双面胶,0,,,0
2368.jpg,低碳生活,1,自行车,绿叶,1
2369.jpg,清新文艺爱上极简丨爱上节能饭节能碳从我做起丨绿色出行,1,书,绿叶,1
2370.jpg,节约用纸呵护家园,1,纸张,树木,1
2371.jpg,低碳生活从我做起节能环保关爱我们赖以生存的地球让我们一起绿色出行低联生活更健康圆行天下,0,,,1
2372.jpg,疫针见效,1,疫苗,针,1
2373.jpg,排队等候不插队言语文明不粗鲁安静就餐不障闲残渣人盘不乱吐珍惜食物不浪费注意营养不暴食,1,餐盘,耕种,1
2374.jpg,一个时代的商业标杆,1,城市,魔方,0
2375.jpg,健康出行低碳生活,1,灯泡,生活,1
2376.jpg,传统美德你吃好了我开心你狼费了我防吧一节约粮食众所周知公共设施是大家共同享有的公共服务资它是为大家服务的源需要我们共同来爱护和维护这既是一种自觉行动也是一种社会美德,0,,,1
2377.jpg,开车注意安全禁止酒驾开车不酒驾文明你我他,0,,,0
2378.jpg,我的低碳生活,1,文字,树叶,1
2379.jpg,世球界地月日用我们的热心保护大自然的美好爱护环境全民都有责任从我做起,0,,,1
2380.jpg,百家号速彩人生,0,,,0
2381.jpg,节约用电顺手关灯灯泡香则高温很危险,1,灯泡,地球,1
2382.jpg,讲文明话行文明事做文明人您好小机您文明风等潮翔药都,1,文字,风筝,1
2383.jpg,它们都知道排邮我门人类比动物更高级而行为却不及动物有序排队彰显个人修养,1,人,企鹅,1
2384.jpg,严禁酒驾,0,,,0
2385.jpg,婚资创度珠源新物利回价利省约就创,0,,,1
2386.jpg,低碳环保绿色出证报酸环保绿色出行打路的天什划人人有肉空持可持校发展低孩环保质环保绿色出行打站益天计贸人人有府整持研持接发展,1,地球,自然景色,1
2387.jpg,上海公菌火线目公益让城市更有温度关关注残疾儿童携手共建爱心找回本该属于孩子的简单快乐,1,腿,红色色块,1
2388.jpg,心中点贺不如起身机科点文明礼让,1,点赞,手势,1
2389.jpg,酒驾铸住的不止是轮胎,1,手铐,轮胎,1
2390.jpg,广告创意手法,0,,,0
2391.jpg,早不,1,水,树苗,1
2392.jpg,绿色出行绿色的环境绿色的家绿色的祖国,1,灯泡,树木,-1
2393.jpg,赋海会所请节约用水一片绿地一个地球潍坊严重缺水,1,树苗,水,1
2394.jpg,公益环保系列展板设计节能减排,1,爱心,树叶,1
2395.jpg,绿色出行,1,人,绿叶,1
2396.jpg,保国动物干牌生存字间谋求发展新起点保护中他们就是保护我们自己共同生,1,人,动物,1
2397.jpg,绿色临市桂城公共自行车低碳生活健康行时间年月日点桂花械干灯瑚市民广场永办佛山电台参赛绿线主办南海区桂城街道办事处主办奥驰品牌设计,0,,,1
2398.jpg,低碳出行绿色生活,1,环保,叶子,1
2399.jpg,节约用水你我做起,1,水箱,地球,1
2400.jpg,设计坞低碳环保保护环境从低礁开始,0,,,1
2401.jpg,讲文明树新风被遗忘的记忆不要让爱缺失小时候他曾把你举过头顶,0,,,1
2402.jpg,节约用水循环用水,0,,,1
2403.jpg,小红市韩后水润清透防晒磐,0,,,0
2404.jpg,勤位节约低淀环保家庭侣导十个鸟门使用节能灯随手关灯拔插头家店篇少用空调多开窗使用节水型洁具循环用水温水洗衣自然晾晒随身自备饮水杯不用一次性纸杯少喝瓶装饮料多喝白开水外出用餐自备筷勺等便携餐具购物使用布袋子尽量不用塑料袋家里多养花种草绿化居室环境建立家庭低碳档案核算每月家庭减少,0,,,1
2405.jpg,拒绝酒驾,1,酒,道路,0
2406.jpg,站酷杰士邦杰士邦站酷,0,,,0
2407.jpg,御识社人生更加新影,1,知识,书籍,1
2408.jpg,第十七届金奖东方广告金奖消失篇创意分析随着全球气候的变暖日益严重北极熊将淡临灭绝随着全球气候的变暖日益严重企鹅将濒临灭绝画面上简单的画出北极熊和企鹅的形象再加上不要让这成为张白纸很明确的告诉人们不让站康升一邦白版要保护南北极保护北极熊和企鹅,1,企鹅,白纸,1
2409.jpg,别让你的菩举品得力不从心心创意思想本作品旱现的一个身形较胖的人想弯腰检地上的香蕉皮因身形的原因格显吃力和茶批警示人们爱护环境很重要但身体健康一样必不可少,0,,,1
2410.jpg,七也救助野生动物保护人类的朋友禁止捕茶野生动物教助绿色家园动物保护动物,1,捕杀,血,-1
2411.jpg,绿色低碳生活,1,文字,绿叶,1
2412.jpg,总言活文,0,,,1
2413.jpg,不易粒米虽小犹不易辛苦莫把当儿戏,0,,,0
2414.jpg,节约用水培养节水意识科学合理用水看似是一滴水但是里面的学问很深生存节水节水生存会水资源生花合理厂盗节水茶科学育真正节水不明白节水二字真正含义的人总是错误地认为节水是限制用水甚至是不让用水其实节水是让人合理微设计不抱图地用水高效率地用水不会随意地浪费,1,文字,水,1
2415.jpg,勤俭节约,1,文字,菜,1
2416.jpg,减少原料回收再生重新利用,0,,,0
2417.jpg,节约用水请珍惜爱护每商生命的源泉节约用水人人有责节约电德健劳减少不多要的电健损失为企业减少电费支出降在成本提高经济效盐从面使有限的电力发挥亚大的社会经济效益摄高电烧利用事更为有效地利用好电力资红物中国江西站作品设计,1,地球,水滴,1
2418.jpg,交楼可食主银管,1,瓶子,萝卜,0
2419.jpg,讲文明树新风中国精神中国彩象中国文花中国表达忠厚传家久读书继世长,1,书,嘴,1
2420.jpg,拒绝酒驾,0,,,0
2421.jpg,保护环境共建美好家园世界环境爱护家园保护环境共同创造我们的美好家园,1,地球,绿叶,1
2422.jpg,弱不禁风的菜鸟这个舞台你玩不来人接招吧居期实习有计划强在全球禁企业体验上市公司团队文化码烟全与更多社会实装活动提前积票照场经验码想加入湖南移动大本营战为营销精英码湖南移动特为车费限达样的机会年月日湖南移动年校回制购培训实习计到精正式宫动衣迎广大在校学生积板参与福电谷村尚年日一门口山,0,,,0
2423.jpg,村对面买两个包总而已,0,,,0
2424.jpg,北级设计不把图保护水资源共建和平生态共享绿色生活包略兰四护旺兰世界水日一滴清水一片绿地一个地球月日,0,,,1
2425.jpg,共克时双人人有责抗击疫情别娄光临福福,0,,,1
2426.jpg,拒绝酒驾,1,酒,水池,0
2427.jpg,爱护环境第要你我共同的梦与节能环保挂图,1,树苗,气泡,1
2428.jpg,乐善之本助人为快会聚爱心共创未来传通温暖爱心能室扶贫助学共同托起明天的太阳国家和社会通过某种形式来帮助个学子完成学业例如国家在各地方执行的国家助学贷款申请某社会团体和机构资助活动以及各地方学校实施的奖助学金这些都或多或少地帮助学生家庭减少了不少求学所需的费用即完成和实现助学后成铸人的历禾,0,,,1
2429.jpg,极限排战等你来战,1,酒,冰与火,0
2430.jpg,免节能珍恰瓷源诚排一爱爱护环境降耗一从你我做起创造生态企业,1,城市,地球,1
2431.jpg,提倡再利用节约能源开发新能源创建亲环境节约用电从我做起优化管理合理用水,1,树木,灯泡,1
2432.jpg,低碳生活从我做起禁少用纸巾重拾手帕保护森林低碳生活把一个孩子从婴儿期养到学粉前花费确实不少部分玩具衣物书锯用二手的就好学每张纸都双面打印相当于保留下半片餐如果堵车的队伍太长还是先熄了火安心等会儿吧原本将被砍掉的森林梦期检查轮胎气压气量过低或过足都会增加油耗学小随手关灯开关拔插头这是第一步学定期清洗空调不仅为了健康还可以省不少电也是个人修养的表现不坐电梯肥楼梯省下大美想长商米家的电换自己的健康一般的车用油就够了盲目使用可能旺康油还伤发动机学绿化不仅是去郊区种树在家种些花草景跟老公交司机学习如何省油少用急刺把油门松了靠惯性滑过去一样可以还无须开车条有些人龙其是女性洗个澡用掉四五十升水洁鑫也不用这么夺张华是的一只塑料袋毛钱但它造成的净科学地勤险节约是优良传统剩菜冷却后用保鲜膜包好再送进冰箱热汽不仅塘加冰箱做功还会结器双重费电污染可能是毛线的倍学完美的浴宠未必一定要有浴缸已经其实空调外机都是按照防水要求设计的给它穿外套只会安了未必每次掘用已经用了谐用积水来冲洗马桶降低散热效果当然费电景关掉不用的电脑程摩减少硕盘工作量旺省电也维护你的电脑豪洗衣粉出泡多少与洗净能力之间无必然联系而低泡洗衣粉等想避开车来说骑自行车上下班的人一不担心油价溢可以比高泡洗衣粉少漂洗几次省水省电省时间二不担心体重湖豪洗衣机开强档比开弱档更省电还能证长机器寿命最可以理直气壮地说衣服援够一桶再洗不是因为楼而是为了节约水电世界环境日主题世界环境日中国主题多个物种一颗星球一个来来低碳减排绿色生活电利果油厂,0,,,1
2433.jpg,谁知盘中餐星生命一饭良心粒粒皆辛苦良费之不易今天不刺饭从我做起订叫光盘的饭菜因为我是光盘盗叫光盘美德煲叫光盘定制可定制其它内容尺寸或材质,0,,,1
2434.jpg,醉驾打开的是监狱与地狱之门,1,骷髅头,酒瓶,1
2435.jpg,年月日爱上法书日量钢知识就世界读书日让阅读成为习惯在书亚哥找自己心灵的居所走进闯读的品林公司名包国房产开发有限公司公司地址上海市包围区包国镇大厦,1,书,指针,0
2436.jpg,节贤蓝排节票排节具蓝排护药的的车机节禁排节要工排节的用水馄网,0,,,1
2437.jpg,真业品,1,节能减排,自行车,1
2438.jpg,多质保牌更安全,1,保护,贝壳,1
2439.jpg,讲文明树新风中国精神中国彩众中国文化中国表达黄河明珠沙地绿洲低碳生活节能环保倡导低碳生活绿色消费循环利用的生态文明理念市民服务热线中共乌海市楼宣传都乌海市文明办,0,,,1
2440.jpg,一个脚印,0,,,0
2441.jpg,中华美食小好味道理想是培上的美人现实是眼精的美蛙厂家进店挑选更多相关海报直销下单前请阅读详情下单后制作不支持退换,0,,,0
2442.jpg,全国控海直传形染大饺任理支持公共场所禁烟为自包为他人全成国家卫生和计划生青委员会关注命卫生计生物的制活动承物中国时康教育中心贵州省疾接中心,0,,,0
2443.jpg,国际生物多样性,0,,,0
2444.jpg,福,1,地球,城市,1
2445.jpg,地行小时海灯一小时公告专报德计,1,自然景色,灯泡,1
2446.jpg,节约用电浪发水电可服节约水电光荣,1,树苗,灯泡,1
2447.jpg,讲文明树新凤低碳节能我行动低碳新生活石嘴山市文明办石嘴山市新闻传媒中心宣,1,自然景色,灯泡,1
2448.jpg,节能减排保护环境节能减排保护我们的环境保护环境爱护我们的生态环境元托果店元生,0,,,1
2449.jpg,拒绝酒驾珍爱生命,0,,,0
2450.jpg,行动起米保护野生动物公益活动成为豪觉一片天空同一个家局大熊猫大礁已在地理上生行了至少万年被警为活化石和中园同宝世界自然共金会的彩象大住是世界生物多样性保护的故电物种人类属于地球地球不仅属于人类都是宇宙的孩子请停止系翼,0,,,0
2451.jpg,手表广告国外一家钟表公司的广告是,1,质量,无聊,0
2452.jpg,把您的节能环保意识传递给您身边的人通过您的行动去影响您身边的人心亮出自己的节能习惯亮出自己的环保行动亮出自己的关爱精神每一次每一个人每一个举动微不足道的节约乘以亿将汇集成惊人的力量举手之劳我们可以做的更务,1,灯泡,叶子,0
2453.jpg,一,0,,,0
2454.jpg,节约当记佳节的光菜镇美听匙让校们器手务力共建一址一指部金物力撞双咨神钢交你我读童中教资家文明食堂文化擦民以食为天食以安为先,0,,,1
2455.jpg,保护环境爱护地球皖文岸,1,手,绿叶,1
2456.jpg,路上讲文明树新风中国精神中国彩欢中国文化中国欢达,0,,,1
2457.jpg,金地时代广场请珍惜我们赖以生存的生命之源一节约水源选福后成,0,,,1
2458.jpg,文明健康有你有我奏响绿色怀柔主旋律绿色交通绿色出行绿色城市北京体天周作利作北京市仟委区制钟交明建设委员会,1,路,琴弦,1
2459.jpg,球保广告美化环境绿色生活低碳出行从我做起美化环境美上环赁美化环境绿色生活低碳出行从我做起德出行从精心设计单印刷品海报展架易拉宝户外喷绘写真,0,,,1
2460.jpg,节约用电减少尾气排放让爱心从这里开始保护我们的环境材能建维双一个集提动作开始节货玻接从一个插批动作开始一,1,灯泡,植物,1
2461.jpg,居气吸收站宝气能让我们生活众要社吃有满汽车居气的味道功理水屋气,0,,,1
2462.jpg,百家号我剪修行,1,安全带,蟒,0
2463.jpg,市,1,羽毛,食物,1
2464.jpg,拒绝酒驾珍爱生命远离酒驾,1,文字,酒瓶,0
2465.jpg,意识危机节约能源节约用水,0,,,1
2466.jpg,海峨衡厚乐善杯公益产告风采展参赛作品号东南风我们没有备胎你我同行,1,车轮,地球,0
2467.jpg,会,1,高跟鞋,斑马,0
2468.jpg,联来公技广告联公热广告环家园多一份绿色爱护环境文明多一份温警从我做起开展专顶治理不智卫生无角,0,,,1
2469.jpg,玩贸苑,0,,,1
2470.jpg,垃圾分类对环境保护的贡献少砍伐树木棵节省石油桶减少二氧化碳排放千克新浪微博名字成都绿色地球腾讯微博成都绿色地球官方网站,0,,,1
2471.jpg,中能减排节约用电珍惜我们身边的能源,1,节能,灯泡,1
2472.jpg,低碳生泛,0,,,1
2473.jpg,川州号管,0,,,1
2474.jpg,儿时父亲说白发是岁月的家迹长大我才懂其实我才是他的白发我成长他擦心花,1,孩子,白发,0
2475.jpg,上次自拍是这件衣服不能再穿了,0,,,0
2476.jpg,没告诉我妈柏她和我排命,0,,,0
2477.jpg,关注成长共享明天,1,信号塔,植物,0
2478.jpg,减少使用一次性用品减少使用纸杯员工尽量使用自己的水杯纸杯是给来客准备的开会时请与会人员自带水杯减少使用一次性用品多用手帕擦汗擦手可减少卫生纸面纸的浪费尽量使用抹布使用可更换笔芯的圆珠笔钢笔替换一次性书写馆,1,纸,树干,0
2479.jpg,保护动物保护野生动粉从你我做起爱心慈海公益造物设计,0,,,1
2480.jpg,各淘网,0,,,0
2481.jpg,巴黎咖啡为了让您能有一个舒适的环境进餐此处禁止吸烟谢谢您的配合,1,禁止符号,咖啡豆,0
2482.jpg,社会主文民族精神的核心,0,,,1
2483.jpg,图汽车广告,0,,,0
2484.jpg,会司多称光光盘行动粒粒皆辛苦,0,,,1
2485.jpg,因唯压力,1,困难压力,石头,1
2486.jpg,控制污染改善环境控制污染改善环境,0,,,1
2487.jpg,节成林绿色未来节制排有广义和鲸义定义之分广义而高诚少城车物和环行蛋物包括三按和印面作接放联义而海,1,爱心,树叶,1
2488.jpg,珍爱每粒粮食哆情每一粒粮食手品,0,,,1
2489.jpg,更多请请点击头像专出代驾专北代驾星翔,0,,,0
2490.jpg,垃圾分类我出力厨余垃圾美丽重庆我受益厨余垃圾将剥菜剩饭瓜皮果校菜叶碎骨过期食品等生活中易腐烂的生物质废弃物投入到厨余垃圾容器中,1,篮球,橘子皮,1
2491.jpg,用保护野生动物的眼晴查世思世界动物保护协会国际野生生物保护学会野生动物救援中国野生动物保护协会,1,动物,人,-1
2492.jpg,保护环境从我做起,0,,,1
2493.jpg,低泰特部,0,,,-1
2494.jpg,别让地球只剥下一杯水,1,海洋,水,1
2495.jpg,说教育,0,,,0
2496.jpg,保护珍贵危物种关爱野生动物保护绿色家园保护鸟类保护野生动物维护生态平衡猫头鹰鸟纲中有很多物种是国家一级二级重点保护动物如鹰类所有种集科所有种鹦鹉科所有犀鸟科所有种鹃形目所有种等等种鹃形目中的鸟类头部与猫极其相似故俗称猫头鹰野外如遇此类物种不要捕捉杀害遇到此类物种受伤的情况应及时与林业部门联系救助也不要随便向他人购买养殖或食用,0,,,1
2497.jpg,汽车环保汇摄动态在这量精入每的公司名橡,0,,,1
2498.jpg,别总留金灯下课记得要关灯,0,,,1
2499.jpg,诚信关发儿童,0,,,1
2500.jpg,哈佛设计,1,脚,墙壁,0
2501.jpg,节约用水从我做起帝约用水节约用水我做起,1,水,地球,1
2502.jpg,德熊璃办公银第,1,灯泡,水,1
2503.jpg,节约用水人人有责宽知园,1,地球,水,1
2504.jpg,广告匠,1,香烟,人,0
2505.jpg,仿红木相框装裱,0,,,0
2506.jpg,双属亚克力夹画发泡边框仿红木边框前开式铝合金边框等可选装裱材质进店请先领券畔大可装达标语王旗舰店可定做其他规格专业定制可免费加企业名称或,0,,,0
2507.jpg,保护野生动物保护动物保护野生动物从你我做起,0,,,1
2508.jpg,文明健康有你有预讲文明树新风东坡有礼,0,,,1
2509.jpg,包视觉精选,1,头,手指,0
2510.jpg,绿色城市桂城公共自行车健色出行低碳生活健康行真业品,0,,,1
2511.jpg,只有付出你才饿用有更多,1,手,手指,1
2512.jpg,如果人也能像鸟儿一样在天空飞翔,1,纸飞机,天空,0
2513.jpg,苣能减排低碳生活低碳生活节能减排第识一点通,0,,,1
2514.jpg,保护地球保护生态平衡约脚水源羊世界地球日家,0,,,1
2515.jpg,绿色环保模版更多作品擅水用户名环保海报更多海报请点击右边头像进入图库绿色环保节能海报专题内选购配图间,0,,,1
2516.jpg,君马汽车人生总是要经过很才会贝到曙光超长长长长长轴距,1,车,人生,1
2517.jpg,低碳引领环保时尚品质生活从我做起节能环保让我们从点滴做起,1,土壤,地球,1
2518.jpg,消防安全人人有责任消防安全,1,房子,文字,1
2519.jpg,香春不常在别银姐装带姐零下十几度谈恋爱温馨提示我要瘦请妥善保管好就像您的随身物品和我爱你华朋发说一说而已不吃饱清保管好随身物品邮有中气减肥国品唯防买就送天复古麻绳钉的挂钩,0,,,0
2520.jpg,节约用水节约一滴水同爱一个家,1,水滴,炸弹,0
2521.jpg,文丽健康有饰有我会益广告社会主义楼惠价的建志愿服务奉献一份爱心点燃一片希望中共三明市装文明办宣,0,,,1
2522.jpg,厉行节约反对浪费打包今天你了码一,0,,,0
2523.jpg,传播有道专业至诚广告热线,0,,,0
2524.jpg,都能印印刷商城,1,苹果核,人脸,0
2525.jpg,朋友让你心醉神迷的除了爱情还有这家店的发香辣烤鱼硬,0,,,1
2526.jpg,找大咖如果寻能人你行你行你上麻你是老虎不必委屈成狐猫来干一票大的大平台大有可为马上要人招策略总监经理美术指导高级文案,1,头,老虎,0
2527.jpg,中国移动光蟹海乐处理室行动起来,0,,,1
2528.jpg,能减排市能环保公益海投,1,灯泡,叶子,1
2529.jpg,讲文明树新风保护环境你我他绿色出行靠大家棉护环镇你费他保色出行宽大家河批科设大学沙联,1,车轮,枫叶,1
2530.jpg,节约好比燕街滑浪费犹切河铁口机关食堂宣,1,鱼,水草,1
2531.jpg,保护野生动物,1,象牙,枪,-1
2532.jpg,增色我为仙桃图间,0,,,1
2533.jpg,日前全球最后一头雄每天都有动物物种走向灭绝白犀牛数量的锐减主要是因为偷性白犀牛生活在肯尼亚白然保这种情况虽然存在白然生存的猎猬豚和白然柄息地丧失因为区为了防备盗猎者白犀法则但是人类的影响也不容过度捕猎和开采栖息地丧失牛的尿牛角被提前拔掉气候变化污染以及人类活动超视保护动物反对猎杀曼后一头无角的白犀牛关天,1,猎杀,靶子,-1
2534.jpg,行为决定形象遵守秩序就是维护你自己的形象讲文明树新风,1,人,动物,0
2535.jpg,李诞吐槽郑钧是他的自传吐槽大会义好全开,0,,,0
2536.jpg,携手节能减排悠享生活空间绿色行动计划让你我从点滴做起,1,喇叭,叶子,1
2537.jpg,一草粮面诠饰的有道打包有量招食针明光慧行动都五详让家加一家号,0,,,1
2538.jpg,破剑式广告这么玩,0,,,0
